Ref.No,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,Y
14304,20000,1,2,1,27,0,0,0,3,2,0,6599,9315,19067,18472,0
20822,360000,1,1,2,38,-1,-1,-1,-1,-1,-1,1800,2410,2722,2961,0
4637,90000,2,3,1,25,-1,-1,-1,-1,0,-1,3363,174,1473,390,1
17459,140000,2,3,1,30,0,0,0,0,2,0,93157,96304,98007,82227,0
21871,170000,2,2,2,24,-1,-1,-1,-1,0,-1,1471,6040,1471,3398,0
18404,20000,2,3,2,24,0,-1,0,0,0,0,1360,1301,2257,2641,0
16874,180000,1,1,1,42,-2,-2,-2,-2,-2,-2,0,0,0,0,0
14288,250000,2,2,1,29,0,0,0,0,0,0,180056,179349,30349,29568,0
7327,360000,2,2,1,30,0,0,-1,-1,-1,-1,6419,5290,1330,2255,0
21795,90000,2,1,2,25,0,0,0,0,0,0,14550,15205,15523,15850,0
19432,240000,2,1,2,27,1,2,0,0,0,-1,7029,3932,2105,2487,0
7623,30000,2,1,2,23,0,0,0,0,0,0,18397,19789,21450,22391,0
7819,120000,1,3,1,38,-1,-1,-1,-1,0,-1,3465,5543,5463,10912,0
3170,50000,2,3,1,46,0,0,0,0,-2,-2,48797,49115,47991,0,0
16608,20000,1,3,1,29,1,-2,-2,-2,-2,-2,0,0,0,0,0
12961,20000,1,1,2,40,0,0,0,0,0,0,20324,18509,20076,20035,0
7321,240000,2,2,2,42,-1,-1,-1,-1,-1,-1,3328,164327,10690,4772,0
5829,50000,1,2,2,42,2,2,2,0,0,0,51614,52034,50151,20448,0
11228,170000,1,2,2,29,-1,-1,0,-1,-1,-1,3362,64602,18070,910,0
4565,330000,1,1,2,32,-2,-2,-2,-1,-1,-1,28106,1323,-363,137,0
19894,120000,2,2,1,42,0,0,0,0,0,0,114740,113994,113989,115225,0
23652,290000,2,1,2,34,-1,-1,-1,-1,0,-1,1915,6136,0,28642,0
1780,80000,1,3,1,48,0,0,0,0,0,0,71515,70287,61892,26779,0
13932,70000,2,3,1,42,0,0,0,0,0,0,6489,9372,11179,8688,0
11440,230000,1,3,2,37,-1,0,0,0,-1,0,36571,35484,41862,21655,0
12090,160000,1,1,2,32,0,0,2,2,2,3,82345,91345,92444,93715,0
12555,50000,2,2,1,23,0,0,0,0,0,0,49103,44351,38726,28598,0
14245,10000,1,2,1,50,2,2,7,7,7,7,2400,2400,2400,2400,1
14550,200000,2,1,2,31,-1,-1,-1,-1,-1,-1,4138,790,1230,390,1
17794,160000,2,2,1,51,2,0,0,0,2,0,65312,67610,69908,78087,1
9147,70000,2,3,1,35,3,2,2,2,0,0,69852,67531,28650,27590,1
7284,50000,1,3,1,54,0,0,0,3,2,2,34301,35450,39455,38564,1
3371,30000,1,2,2,36,0,0,0,0,0,0,36124,35538,34359,32450,1
22871,180000,2,2,2,28,-1,-1,-1,-1,-1,-1,3840,18588,1557,2540,0
11753,290000,2,2,0,49,0,0,0,0,0,0,52547,53829,53841,54486,0
11904,250000,1,1,2,30,0,0,0,0,0,0,61331,42741,43214,36847,0
11677,120000,2,2,1,30,-1,-1,-2,-1,-1,-2,2706,161,250,2561,0
10763,50000,1,2,1,53,0,0,0,0,0,0,47750,49149,47843,29018,1
10666,220000,2,1,1,41,0,0,0,0,0,0,157980,163974,140964,105353,0
15817,150000,2,1,2,27,-2,-2,-2,-2,-2,-2,5200,1689,-17,3996,0
8422,50000,2,1,2,23,0,0,0,0,-1,0,48482,47226,11151,-2897,0
14774,420000,1,1,1,32,1,-2,-2,-2,-1,-1,8120,2205,-94,6300,0
5309,80000,1,1,2,35,0,0,0,0,0,0,52065,55205,55900,55622,0
524,140000,2,2,1,42,0,0,0,0,0,0,111496,112133,69529,70804,1
9599,340000,1,1,2,33,-1,-1,-1,-1,0,-1,8427,10289,9452,22630,0
21284,50000,1,1,2,48,0,0,0,-1,0,0,56672,53540,53321,49263,0
5216,350000,2,1,2,32,0,-1,-1,-1,0,0,10830,2749,3229,3096,0
21539,70000,2,2,2,22,0,0,0,0,0,0,68969,67682,68448,69316,0
3243,240000,2,2,1,56,2,2,-2,-2,-2,-2,2500,0,0,0,1
19053,20000,2,2,1,26,1,2,2,2,2,4,15803,15252,18093,18499,1
16115,290000,2,2,1,45,0,0,0,0,0,0,145023,115830,76453,59734,0
11353,130000,2,2,1,27,-1,-1,-1,-1,0,0,792,0,396,485,0
15951,50000,2,2,1,31,1,3,2,0,0,0,50701,49147,21163,19894,1
20377,150000,1,2,1,24,0,0,-1,-1,-1,0,139125,0,435,0,0
5236,20000,2,2,2,21,1,3,2,2,-1,-1,21003,20260,9686,0,1
10403,10000,2,2,1,26,1,2,2,2,0,0,5015,4789,6199,5951,1
17597,480000,2,2,1,38,-1,0,0,-1,0,0,4658,10545,13258,51723,0
14364,20000,1,2,2,46,0,0,0,-2,-2,-2,19401,20650,0,0,1
18278,180000,1,3,1,58,2,2,2,2,2,2,36086,37196,36322,38808,1
22722,100000,2,2,2,35,0,0,0,0,0,0,98118,99577,95736,98679,0
14991,160000,1,3,2,27,1,2,-1,0,0,0,80166,34775,34073,15676,1
9459,100000,1,2,2,29,0,0,0,0,0,0,70878,72753,58789,53091,1
529,360000,1,1,2,26,1,-2,-2,-2,-1,-1,-8,-8,-8,-8,0
12210,360000,1,2,2,34,-1,-1,-1,-1,-1,0,1978,8583,993,26454,0
2895,110000,1,3,1,40,0,0,0,0,0,0,93357,94938,79368,74778,0
1665,280000,1,1,1,40,-1,-1,-1,-1,-1,-1,5310,2196,2928,9564,0
18687,60000,2,3,1,28,1,2,2,0,0,0,60718,60791,46345,44425,0
23741,70000,2,2,1,57,0,0,0,0,0,0,18379,19571,22729,24346,0
9677,60000,1,2,2,29,2,2,2,2,2,2,47631,48574,49476,50360,0
4199,230000,1,2,1,46,0,0,0,0,0,0,170354,131022,108061,87461,0
4148,20000,1,3,1,26,3,2,3,2,0,0,10135,11926,11448,10970,1
15867,240000,2,1,2,29,-1,2,2,-2,-2,-2,3126,3126,626,626,0
14262,20000,1,3,1,57,-1,-1,-1,-1,0,0,390,390,390,21515,1
13042,20000,1,1,2,23,0,0,0,0,0,0,15196,16373,17590,18107,0
18458,150000,2,2,1,27,-1,-1,-1,-1,-1,-2,9377,11908,-5132,20710,0
10086,90000,1,2,2,31,0,0,0,0,0,0,34704,36426,35387,36838,0
20602,170000,1,4,2,28,0,0,0,0,0,0,169763,166286,162330,110034,0
3943,60000,2,2,2,29,2,-1,-1,2,0,0,2469,59068,61284,58698,0
20313,70000,2,3,1,57,0,0,0,0,0,0,10042,10577,11129,11650,0
3727,250000,2,1,1,38,-1,-1,-1,-1,-1,-1,532,1106,771,625,0
1579,210000,2,1,1,36,1,-1,-1,-1,-1,-1,0,1690,0,5619,0
20720,50000,1,3,2,34,0,0,0,0,0,0,44036,35498,33043,25556,0
23151,200000,2,2,1,32,-2,-2,-2,-2,-2,-2,899,-1,-1,228,0
3310,280000,2,2,1,51,-2,-2,-2,-2,-2,-2,2477,3470,0,0,0
15899,110000,2,2,1,25,-1,4,3,2,3,2,96343,93959,91624,96190,1
2977,110000,1,3,2,32,0,-1,-1,-2,-2,-2,34000,223,0,0,1
9491,50000,2,2,1,22,0,0,0,0,0,0,48255,41550,35553,23711,0
2019,80000,2,3,1,35,0,0,0,0,0,0,49544,50418,51810,28964,0
710,20000,1,2,2,49,0,0,0,0,0,0,16326,17497,18456,18424,0
18143,300000,1,1,2,32,0,0,2,2,-1,0,8077,10566,11293,12000,1
3540,30000,1,3,1,45,2,2,2,3,5,4,25161,24476,28721,31262,1
15506,50000,1,3,1,29,1,2,2,2,0,0,47479,46415,50351,49038,0
4363,280000,1,1,2,33,-2,-2,-2,-2,-2,-2,640,-160,32060,3901,0
141,240000,1,1,2,47,1,-2,-2,-2,-2,-2,0,0,0,0,1
5544,80000,1,3,2,24,1,-1,-1,-1,-1,-1,0,832,416,416,0
2718,310000,1,1,2,44,1,-1,-1,-2,-2,-2,-42,7281,0,0,0
22238,220000,2,1,1,33,0,0,0,0,0,0,199040,182158,143895,147039,0
10463,330000,2,1,1,36,0,0,0,0,0,0,95255,101046,100349,100218,0
5541,20000,2,1,2,23,0,0,0,2,0,0,17229,17591,17750,17175,0
15873,110000,2,1,2,28,0,0,0,0,0,0,107649,82139,74760,63520,0
16556,290000,1,1,1,30,1,-2,-2,-2,-1,-1,0,-291,-582,-1164,0
9643,200000,2,3,2,51,0,0,0,0,0,0,196875,180428,131111,112995,0
11825,20000,1,2,2,56,1,2,2,2,0,0,17819,18239,19094,12393,0
22954,90000,2,3,1,44,-1,-1,3,2,-1,-1,421,9522,9223,8480,0
9128,200000,2,2,1,44,0,0,0,2,0,0,120515,117292,24612,19527,0
9447,200000,2,2,1,29,0,0,0,0,0,-2,204541,170572,80620,82300,0
6038,280000,2,1,2,29,-1,-1,-1,-1,-1,-1,4356,12345,2663,867,0
20226,110000,2,2,2,52,0,0,0,0,0,0,38298,39295,40331,41346,0
13170,470000,1,1,1,39,-1,0,0,0,0,0,79455,74993,48344,45433,0
22014,40000,2,1,2,27,-1,0,0,-1,-1,0,27025,32228,38904,4235,1
12388,70000,1,3,1,42,0,0,2,2,2,2,26550,28208,28642,30670,0
22210,200000,2,2,2,31,-1,-1,-1,-1,-1,-1,2718,590,8971,8509,0
21209,500000,1,1,1,37,1,-1,-1,-1,0,0,271115,15074,16205,21770,0
11901,210000,1,2,2,35,1,-2,-2,-2,-2,-2,0,0,0,0,0
61,500000,2,3,1,28,0,0,0,0,0,0,22848,23638,18878,14937,1
21379,500000,1,2,1,59,-2,-2,-2,-2,-2,-2,-3182,-3885,1474,555,0
6847,230000,2,1,2,26,2,-1,-1,-1,-1,0,363,363,363,372,0
21970,390000,2,1,2,28,0,0,0,0,0,0,125863,131249,119175,115922,0
20655,50000,1,2,2,31,0,0,0,0,0,-1,49024,48778,96487,43639,1
14498,480000,1,2,1,40,0,0,0,0,0,0,69011,69842,71857,66673,0
13407,10000,1,2,2,23,2,2,7,7,7,7,2400,2400,2400,2400,1
10182,130000,2,3,1,42,0,0,0,0,0,0,105406,95012,83245,76631,0
2287,50000,1,2,2,27,1,3,2,2,0,0,41322,40383,42413,41434,0
8363,50000,2,3,1,52,0,0,2,-1,0,0,22916,13238,346,14580,1
15738,400000,2,2,2,27,-1,-1,-1,0,-1,-1,20030,3497,6725,6016,0
23258,290000,2,2,2,38,-2,-2,-2,-1,0,0,0,130,0,24756,0
9259,20000,2,2,2,21,0,0,0,0,0,0,20040,17850,13560,11748,0
20304,80000,2,3,1,54,0,0,0,0,0,0,12158,13956,14382,15631,0
22882,280000,2,1,2,37,0,0,0,0,0,0,280323,284176,283680,273446,1
20529,50000,1,2,2,26,0,0,0,0,0,0,41375,35398,27906,23043,0
7067,290000,2,1,2,32,1,-2,-1,0,-1,-1,0,0,3786,3786,0
320,180000,1,2,2,29,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,0
3996,220000,1,3,2,33,1,-1,-1,0,0,0,-117,487,2879,4483,0
11276,60000,1,1,2,29,0,0,0,0,2,2,40851,41891,44788,47728,0
11592,220000,1,1,1,48,2,-1,-1,-1,0,-1,1480,9202,26390,13007,0
19729,170000,2,1,2,32,-1,-1,-1,-1,-1,-1,6699,2999,4896,68,0
12265,360000,2,2,1,28,1,-2,-2,-2,-2,-2,0,0,0,0,0
10564,260000,1,1,2,36,-1,-1,-1,-2,-2,-2,5877,427,-73,-73,0
3608,200000,1,1,1,59,0,0,0,2,2,2,27119,28081,30299,29516,0
15199,120000,2,1,2,26,0,0,0,0,0,0,102157,103182,91442,88476,0
6291,50000,2,2,2,22,0,0,0,0,0,0,38604,36684,33826,30387,0
998,360000,1,1,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,1
14022,200000,2,3,1,40,0,0,0,2,0,0,44600,42954,44318,32010,0
15578,180000,1,2,1,48,-1,-1,-1,-1,-1,-1,1294,1294,1466,1294,0
3684,50000,1,2,2,32,0,0,0,0,-2,-2,50342,44659,40893,-45,0
21130,240000,1,2,1,37,1,2,0,0,0,0,211808,208892,213637,216754,0
6393,240000,1,1,2,30,-1,-1,-1,-1,-1,0,5354,4790,900,6849,1
3299,230000,2,2,2,26,-1,-1,-1,4,3,2,8328,0,600,600,1
14414,150000,1,1,2,26,-2,-2,-2,-2,-2,-2,0,0,0,0,0
21436,90000,2,3,2,27,1,2,0,0,0,0,94699,92290,90719,39902,1
5566,240000,2,1,1,43,0,-1,-1,-2,-2,-2,8862,3220,0,0,0
14662,120000,2,2,2,26,-1,-1,-1,-1,-1,-1,5820,216,3858,6849,0
21876,290000,2,2,2,25,0,0,0,0,0,0,140615,142201,145676,144305,0
5848,120000,2,1,1,30,1,-2,-2,-2,-2,-1,0,0,0,0,0
10135,50000,2,1,1,22,-1,0,0,0,0,-1,5856,8725,10000,17916,0
6951,50000,2,3,2,27,0,0,0,2,2,2,41991,42736,45821,46767,0
12209,10000,1,2,2,45,-1,-1,0,0,0,0,492,9017,9787,9897,0
17572,500000,2,1,2,35,0,0,0,0,0,0,12590,13598,14650,15559,0
15011,370000,1,2,2,33,0,0,0,2,0,0,72322,74758,78423,81017,0
3983,360000,2,1,2,28,-2,-2,-2,-2,-2,-2,2400,2500,0,0,0
17309,150000,2,1,1,41,-1,-1,-1,-1,-1,-1,7939,6610,6994,8102,0
1915,260000,2,1,2,33,-2,-1,-1,-1,0,0,0,204,-810,2190,0
4846,170000,1,2,2,34,-1,-1,-1,-1,-1,-1,2806,326,676,326,1
19418,220000,2,3,1,45,0,0,0,0,0,0,176879,182100,184900,170611,0
12908,150000,2,3,1,45,1,-1,0,0,0,0,-141,10987,12733,6908,0
19629,100000,2,2,1,46,1,-1,-1,-1,-2,-2,0,766,305,0,0
10738,160000,2,1,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0
10350,20000,1,1,1,35,0,0,0,0,0,0,5745,6023,7053,5909,1
982,30000,1,2,2,29,8,7,6,5,4,3,34423,33952,33165,32391,0
5442,360000,2,2,1,42,-2,-2,-2,-2,-2,-2,18186,7954,11609,10070,0
12561,200000,2,3,2,25,-1,-1,-1,0,-1,-1,1676,3122,2991,390,0
16185,140000,2,1,2,32,0,0,0,0,0,2,97528,99468,101863,105575,1
18024,170000,1,1,1,39,-2,-2,-2,-2,-2,-2,0,0,905,0,0
20491,210000,1,2,2,27,1,-2,-1,2,-1,0,0,0,709,397,0
20137,170000,2,2,2,48,0,0,0,0,0,0,99728,97889,99902,100128,0
19211,310000,2,2,2,31,0,0,0,0,0,0,14015,15377,16393,14855,0
22026,60000,2,1,2,27,0,0,0,0,0,0,62321,61015,58160,51237,0
18351,20000,2,2,2,22,0,-1,2,-1,-1,-2,10294,3203,199,2780,1
13896,20000,1,2,1,50,1,2,0,0,2,0,1065,675,1285,1895,1
7958,150000,1,1,2,29,0,0,0,0,0,0,146330,147720,148748,104123,0
21629,70000,2,2,2,24,0,0,0,0,2,0,12954,14425,18171,20861,0
609,450000,2,3,1,36,-2,-2,-2,-2,-2,-2,3996,9120,8528,0,0
3255,10000,2,2,2,40,0,0,0,0,0,0,6160,6787,7377,7127,0
2772,220000,1,2,1,35,0,0,-1,-1,-1,-1,112460,29300,8500,0,0
23262,150000,2,2,2,39,0,0,2,2,0,0,22724,21019,19890,19271,0
11670,210000,1,1,2,32,0,0,0,0,0,2,124838,102995,17383,172065,0
22046,200000,2,1,2,25,0,0,0,0,0,0,198890,200299,181617,181994,0
3050,210000,1,2,2,37,-1,-1,-1,2,-1,0,1890,3037,2429,823,0
22479,50000,2,3,2,44,2,0,0,2,2,2,23268,24377,27164,26429,1
1756,130000,1,3,1,34,0,0,0,0,0,0,5444,5927,7106,7106,0
16739,320000,1,1,2,33,1,-2,-2,-2,-2,-2,0,0,0,0,1
10364,80000,2,2,2,28,0,0,0,2,2,2,44739,46708,49611,50496,0
8806,100000,1,2,1,50,0,0,-1,-1,-1,-1,23908,3360,560,480,0
21483,490000,2,2,2,35,0,0,0,0,-1,0,48108,45281,46705,41125,0
18548,210000,2,2,2,26,-1,-1,-1,-1,-1,-1,4341,402,11305,1368,0
10241,20000,1,3,2,28,-1,2,2,2,0,0,3515,4301,5075,4845,1
15480,360000,1,3,1,32,-2,-2,-2,-2,-2,-2,33597,-1,-1,-1,0
14584,60000,2,3,1,43,2,2,-2,-2,-2,-1,4703,0,0,0,1
19213,90000,2,2,1,31,2,2,0,0,0,0,90089,91196,89779,89214,1
20991,180000,1,1,2,31,1,2,2,2,2,2,172505,166692,176869,347813,0
22700,20000,2,1,2,46,1,2,2,2,0,0,14231,14893,16160,15603,1
12779,160000,2,2,2,27,1,-1,-1,-2,-2,-2,0,418,0,0,1
2643,50000,1,2,2,25,0,0,0,0,0,3,21316,23038,24720,26370,0
11693,80000,1,1,1,41,1,2,0,0,0,0,102383,92704,87338,46927,0
6280,220000,2,2,1,36,0,0,0,0,0,0,136556,139453,142295,145127,0
549,230000,2,1,2,28,-1,-1,0,0,0,0,2403,7357,9752,12608,0
16548,130000,1,1,2,29,-1,-1,-1,0,0,-1,9619,6247,59904,81838,0
22420,210000,2,2,1,40,0,0,0,0,0,0,41826,42820,44156,44864,0
4219,150000,2,1,1,29,-1,-1,-1,0,0,0,2565,3648,5586,5586,0
2218,110000,1,2,2,24,0,0,0,0,0,0,44737,39590,39457,39075,1
19296,360000,2,2,2,41,-1,-1,-1,-1,-1,-1,3640,1436,1114,1917,0
20760,130000,1,2,1,33,-1,-1,-1,-1,-1,-1,99,99,99,99,0
18875,120000,2,1,2,26,1,2,2,0,0,0,3730,5006,4782,6041,0
4114,30000,2,3,1,25,-2,-1,0,0,2,0,0,20249,3765,29393,0
22623,60000,2,1,1,36,0,0,0,2,2,2,4373,5428,9754,7795,0
12456,170000,2,1,2,28,1,-2,-2,-2,-2,-2,0,0,0,0,0
20747,50000,1,2,3,41,0,0,0,0,0,0,31197,24486,24777,24521,0
4074,120000,1,2,2,49,0,0,0,0,0,0,38878,39917,32048,29131,0
20158,280000,2,1,2,35,-1,-1,-2,-2,-2,-2,3072,0,0,0,0
1894,130000,2,1,1,38,0,0,0,-2,-2,-2,64942,66775,0,0,1
5796,120000,2,1,2,26,0,0,0,0,0,0,110934,99271,90066,80165,0
12584,60000,2,2,1,40,0,0,0,-1,-1,-1,25158,18473,7506,4790,0
15909,50000,2,2,1,32,0,0,0,0,0,0,49330,49547,49740,50275,0
7724,280000,1,2,1,37,0,0,0,0,0,0,196807,193629,195583,189545,0
9670,380000,1,2,1,39,-2,-2,-2,-1,-1,-2,0,4107,2517,710,0
23860,150000,1,1,2,26,-1,0,0,0,0,0,29997,31171,30356,30545,0
21873,100000,2,1,1,25,0,0,-1,0,0,0,7565,460,98796,52079,0
21322,300000,1,1,1,50,2,2,2,2,2,2,245193,250672,256178,260434,1
13250,380000,2,2,1,33,1,-1,-1,-1,-1,0,0,73,32510,474,0
8476,360000,2,2,1,51,1,-2,-1,-1,-1,-1,0,0,390,540,0
16365,230000,2,2,1,34,-1,-1,-1,-1,0,-1,3128,10998,1509,1390,0
7492,30000,1,2,1,33,0,0,0,0,0,0,23900,25507,26489,27017,0
7261,360000,2,3,1,31,-1,-1,-1,-1,-1,-1,28835,14596,10705,3400,0
16876,300000,1,1,2,43,-1,-1,-1,-1,0,0,163,2508,8534,14378,0
16776,120000,1,3,2,37,-2,-2,-2,-2,-2,-2,2284,2007,1371,4639,0
9798,370000,2,1,2,34,0,0,0,0,0,0,206161,203907,178625,164483,0
8502,50000,2,2,2,39,0,0,0,0,0,0,26262,15020,16460,16888,0
11727,40000,1,2,1,44,0,0,0,0,0,0,36917,38260,32680,23472,0
2599,300000,2,5,1,34,-2,-2,-2,-2,-2,-2,9474,0,0,0,0
23603,300000,2,2,1,33,2,2,0,0,0,0,279065,273067,278910,283920,1
22838,180000,2,1,1,35,-1,-1,-1,-1,0,0,37701,32003,32254,47186,0
7054,50000,2,3,1,46,2,0,0,2,2,0,25706,25040,25376,23845,1
17658,80000,2,2,1,40,0,0,0,0,0,0,37123,38317,20896,21604,0
18817,420000,2,2,2,29,0,0,0,0,-1,0,82235,67757,53524,-8318,0
2102,140000,2,1,2,35,2,2,2,2,2,2,56528,57973,58679,59379,0
23195,500000,2,3,2,48,-2,-2,-2,-2,-2,-2,83948,25321,14364,123903,0
13652,140000,2,1,2,31,-1,-1,-1,-1,-1,-1,727,829,550,1045,0
7283,150000,2,2,2,30,0,0,-2,-2,-2,-2,65591,0,0,0,0
6615,260000,2,2,2,31,0,0,0,0,0,0,166071,137702,77683,163040,0
8515,20000,2,2,1,50,0,0,2,2,2,2,10511,14913,14382,16820,0
15642,250000,2,2,1,36,0,0,0,0,-1,0,253627,239250,245611,33017,0
18025,290000,1,1,2,31,2,0,0,0,0,0,45021,44702,35181,28847,1
2776,210000,2,3,1,40,-1,-1,0,0,0,0,2309,4791,4909,6588,0
21877,50000,2,2,1,26,1,-1,2,2,-2,-2,0,1000,2000,0,0
23964,20000,1,2,2,27,0,0,0,0,0,0,12546,13830,14599,15650,1
4648,140000,1,1,2,44,-1,-1,-1,-1,-1,-1,5287,5717,7146,5930,0
6582,240000,1,3,1,40,2,3,3,2,2,2,213732,217347,217329,211132,1
5887,20000,1,2,2,23,1,2,2,2,2,0,4673,6433,6181,6778,0
6619,180000,1,2,2,37,-1,-1,0,0,0,-1,8788,40927,28306,31578,0
9290,220000,1,2,2,30,1,2,2,2,2,2,105348,106432,102996,100198,1
5835,200000,1,3,1,47,0,0,0,0,2,0,185272,189657,103861,75480,0
7224,30000,2,1,2,44,1,2,0,-1,0,0,39347,34702,34822,15722,0
23098,340000,2,1,2,45,0,0,0,0,0,0,68288,70573,69808,66670,0
4776,260000,2,1,1,48,0,0,0,-2,-2,-2,8339,8333,0,0,0
2268,230000,2,2,1,33,0,0,2,-1,0,0,9530,12872,3724,153400,0
5227,50000,2,2,2,50,0,0,-2,-2,-2,-2,20800,0,0,0,0
15267,330000,2,2,1,37,-1,-1,-1,-1,0,0,2202,2900,2335,7278,0
2896,200000,1,1,1,43,1,2,0,0,0,0,203393,198272,120005,121023,1
22803,620000,2,1,2,38,-1,-1,-1,-1,-1,-1,12136,7938,620,16022,0
10317,20000,2,3,2,23,0,0,2,2,2,2,13884,16344,15784,17517,1
17105,80000,2,1,2,26,0,0,0,0,0,0,37329,38151,39229,40291,0
18948,290000,2,2,1,32,1,2,0,0,0,0,146853,139756,136012,136466,0
8823,180000,1,1,2,36,0,0,0,0,0,2,141489,84237,82508,81808,0
9665,20000,1,2,2,23,0,0,2,0,0,-2,16831,20404,19621,14051,1
7550,280000,2,1,1,51,-1,-1,-1,-1,-1,-1,11223,15225,4951,2408,0
14471,220000,1,1,1,48,3,2,2,-2,-2,-2,2500,2500,0,0,1
2291,10000,1,3,3,54,1,2,0,0,0,0,8210,7936,8792,9117,0
9652,100000,1,3,2,26,0,0,0,0,0,-1,30627,31894,33049,33112,0
3913,80000,1,2,1,26,0,0,0,0,0,0,67692,63789,65771,28690,0
11350,500000,2,1,2,33,0,0,0,0,0,0,48206,45445,43875,34003,0
8712,100000,2,2,2,24,-1,-1,-1,-1,-1,-1,396,0,1967,5476,0
5179,260000,1,1,1,39,0,0,0,0,0,0,259394,264334,263431,253596,0
317,110000,2,2,2,36,0,0,0,0,0,0,47819,48947,50330,50894,0
12611,10000,2,3,2,36,0,0,0,0,0,0,4945,6157,7172,8048,0
3448,150000,2,1,2,26,-1,-1,-1,-1,-1,-1,1551,2961,4175,1707,1
16080,110000,2,2,2,31,0,0,0,0,0,0,98006,93978,93066,88823,0
688,170000,2,2,2,27,0,0,0,0,0,0,162671,166202,161973,167201,0
23897,150000,1,2,2,22,-1,0,0,0,0,0,82791,82533,77002,45340,0
19806,320000,2,1,2,35,-2,-2,-2,-2,-2,-2,0,0,2500,0,1
12126,20000,2,1,2,29,1,2,0,0,0,2,6345,6098,7107,7401,0
21955,120000,2,2,2,27,-1,-1,-1,2,-1,-1,1184,1066,5079,2528,0
14890,260000,1,2,2,30,0,0,0,0,0,0,7426,6887,7757,8172,0
20907,190000,1,2,2,40,2,2,2,2,2,2,149411,145613,156765,159386,1
7697,240000,2,1,1,36,-1,-1,-1,0,-1,-1,7058,4786,6853,5673,1
3311,110000,2,1,1,31,2,2,2,0,0,0,107507,108067,83164,79428,1
7319,360000,2,1,2,28,0,0,0,0,0,0,152072,151168,153306,144485,0
10962,130000,1,1,2,37,0,0,0,0,0,0,22563,22222,21783,9421,0
12697,370000,2,1,1,42,0,0,0,0,0,0,271452,256269,200761,125646,0
19534,40000,2,2,2,43,1,3,2,2,3,2,9268,8974,8885,10583,0
17501,30000,2,2,2,42,-1,-1,2,-1,-1,-1,836,1672,836,390,0
22393,500000,2,1,2,33,-2,-2,-2,-2,-2,-2,10361,263,8050,8234,0
18605,60000,2,1,2,24,-1,-1,-1,-1,-1,-1,6686,1049,14020,4880,0
23095,180000,2,3,1,49,0,0,0,0,0,0,162567,163900,145992,124841,1
5728,180000,1,1,1,49,0,0,0,0,0,0,63444,65420,67722,70970,0
22288,200000,2,2,1,32,1,-1,2,-1,2,2,-400,163,163,2231,0
4223,30000,1,1,2,38,2,0,0,0,0,0,69707,71904,62630,57406,0
16334,60000,2,2,1,36,0,0,0,0,0,0,60299,44659,44291,41241,1
13066,80000,2,2,2,30,0,0,0,0,0,0,79194,80575,76782,48643,0
7549,80000,2,2,2,23,2,2,2,0,0,2,20661,22515,23339,23654,0
8097,240000,1,1,1,30,0,0,0,0,0,0,240770,243509,228735,198585,0
6250,40000,1,2,1,36,0,0,2,2,2,0,34871,37999,37089,39464,0
18804,270000,2,1,2,26,0,0,0,0,0,0,134235,62483,62134,61797,0
12988,150000,2,1,2,25,0,0,0,-1,-1,-2,25484,26726,27810,172,0
6261,80000,1,1,2,26,0,0,0,0,0,0,74487,76126,69856,48816,0
13567,240000,1,2,1,62,-1,-1,0,0,-1,2,1901,3855,3802,1901,0
10307,190000,2,3,1,54,-1,-1,-2,-2,-2,-2,88,-468,-1024,-1397,0
8054,250000,1,2,2,25,2,0,0,0,0,0,28681,30615,33726,36823,0
21641,100000,2,2,2,24,-1,-1,-2,-2,-1,-1,3587,660,6010,2789,0
14099,20000,1,2,1,45,2,2,0,0,0,0,21136,20043,20192,19459,1
1525,160000,2,2,1,37,-1,-1,-2,-1,-1,-2,1988,0,0,1188,0
4062,240000,1,1,1,50,-1,-1,-2,-2,-2,-2,2115,0,0,0,0
21848,50000,2,1,2,26,2,0,0,2,2,2,25875,27132,29695,30908,1
5438,240000,2,1,2,33,-1,0,0,0,0,0,153062,156122,159998,161434,0
6867,610000,2,2,1,39,0,0,0,0,0,0,145143,136334,103624,101044,0
21337,200000,1,6,1,66,0,0,0,0,0,0,143994,102211,54762,55858,0
17685,50000,2,3,1,35,0,0,0,0,0,0,49930,48261,49027,49564,0
11735,180000,2,1,2,28,1,2,2,2,2,2,65054,57314,54485,59415,0
23175,390000,2,2,2,45,0,0,0,0,0,0,60082,58694,61735,63337,0
21594,280000,2,2,2,25,0,0,0,0,0,0,139019,141146,129252,103317,0
16280,130000,2,2,2,33,0,0,0,0,0,0,108984,106533,104394,103798,0
4635,160000,1,2,2,27,0,0,2,2,0,0,109405,118110,119697,116284,0
21122,170000,1,2,2,31,0,0,0,0,0,0,8024,9338,11673,12770,0
4212,90000,2,2,2,24,0,0,0,-1,0,0,36179,36137,28400,28982,0
15417,350000,2,1,3,53,1,-2,-2,-2,-2,-1,36138,7613,5875,4020,0
14296,80000,2,3,1,25,-1,-1,2,-1,-1,-1,550,1606,1422,2685,0
16674,100000,1,2,2,38,0,0,0,0,0,0,95933,96772,97240,98159,0
